10,,,,,,
789,441,1230,0.641463415,,,
791,439,1230,0.643089431,,,
794,436,1230,0.645528455,,,
790,440,1230,0.642276423,,,
790,440,1230,0.642276423,3954,6150,64.29268293
,,,,,,
20,,,,,,
781,449,1230,0.63495935,,,
788,442,1230,0.640650407,,,
792,438,1230,0.643902439,,,
792,438,1230,0.643902439,,,
776,454,1230,0.630894309,3929,6150,63.88617886
,,,,,,
30,,,,,,
789,441,1230,0.641463415,,,
794,436,1230,0.645528455,,,
794,436,1230,0.645528455,,,
783,447,1230,0.636585366,,,
788,442,1230,0.640650407,3948,6150,64.19512195
,,,,,,
40,,,,,,
793,437,1230,0.644715447,,,
788,442,1230,0.640650407,,,
786,444,1230,0.63902439,,,
788,442,1230,0.640650407,,,
787,443,1230,0.639837398,3942,6150,64.09756098
,,,,,,
50,,,,,,
798,432,1230,0.648780488,,,
790,440,1230,0.642276423,,,
787,443,1230,0.639837398,,,
784,446,1230,0.637398374,,,
784,446,1230,0.637398374,3943,6150,64.11382114
,,,,,,
60,,,,,,
789,441,1230,0.641463415,,,
782,448,1230,0.635772358,,,
784,446,1230,0.637398374,,,
784,446,1230,0.637398374,,,
788,442,1230,0.640650407,3927,6150,63.85365854
,,,,,,
70,,,,,,
784,446,1230,0.637398374,,,
778,452,1230,0.632520325,,,
792,438,1230,0.643902439,,,
780,450,1230,0.634146341,,,
787,443,1230,0.639837398,3921,6150,63.75609756
,,,,,,
80,,,,,,
784,446,1230,0.637398374,,,
785,445,1230,0.638211382,,,
793,437,1230,0.644715447,,,
790,440,1230,0.642276423,,,
790,440,1230,0.642276423,3942,6150,64.09756098
,,,,,,
90,,,,,,
785,445,1230,0.638211382,,,
774,456,1230,0.629268293,,,
789,441,1230,0.641463415,,,
783,447,1230,0.636585366,,,
792,438,1230,0.643902439,3923,6150,63.78861789
,,,,,,
100,,,,,,
787,443,1230,0.639837398,,,
784,446,1230,0.637398374,,,
791,439,1230,0.643089431,,,
783,447,1230,0.636585366,,,
787,443,1230,0.639837398,3932,6150,63.93495935
,,,,,,
110,,,,,,
792,438,1230,0.643902439,,,
780,450,1230,0.634146341,,,
787,443,1230,0.639837398,,,
789,441,1230,0.641463415,,,
786,444,1230,0.63902439,3934,6150,63.96747967
,,,,,,
120,,,,,,
782,448,1230,0.635772358,,,
781,449,1230,0.63495935,,,
784,446,1230,0.637398374,,,
787,443,1230,0.639837398,,,
790,440,1230,0.642276423,3924,6150,63.80487805
,,,,,,
130,,,,,,
790,440,1230,0.642276423,,,
781,449,1230,0.63495935,,,
794,436,1230,0.645528455,,,
782,448,1230,0.635772358,,,
788,442,1230,0.640650407,3935,6150,63.98373984
